Tempo_ms,Angulo_Real_graus,Alvo_graus
31440,58.5,60.0
31520,58.25,60.0
31600,58.25,60.0
31680,58.5,60.0
31760,58.5,60.0
31840,58.75,60.0
31920,58.5,60.0
32000,58.25,60.0
32080,58.25,60.0
32160,58.25,60.0
32240,58.25,60.0
32320,58.25,60.0
32400,58.25,60.0
32480,58.25,60.0
32560,58.5,60.0
32640,58.5,60.0
32720,58.5,60.0
32800,58.5,60.0
32880,58.5,60.0
32960,58.25,60.0
33040,58.0,60.0
33120,58.0,60.0
33200,58.25,60.0
33280,58.75,60.0
33360,58.75,60.0
33440,58.5,60.0
33520,58.0,60.0
33600,57.5,60.0
33680,57.25,60.0
33760,57.0,60.0
33840,57.25,60.0
33920,57.5,60.0
34000,58.0,60.0
34080,58.25,60.0
34160,58.25,60.0
34240,58.25,60.0
34320,58.25,60.0
34400,58.5,60.0
34480,58.5,60.0
34560,58.5,60.0
34640,58.5,60.0
34720,58.75,60.0
34800,59.0,60.0
34880,59.0,60.0
34960,59.0,60.0
